pair,id,etol,ts,fail,dist,FEB,REB,K,iPos,fPos,box,A,B,C,D,E,F,G,H
379-None,379-1252,7e-06,0.5,False,2.8353229,4.407989794498882,4.58336265399195,1,"[10.470914818172574,2.908325568307788,0.11966147838262217]","[11.835561774203113,1.1718721442283382,30.981698420736567]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",4.4081051354296505,4.618840832437854
379-None,379-1167,7e-06,0.5,False,2.9624269,3.0110780145234846,2.896049408592253,1,"[10.470914818172574,2.908325568307788,0.11966147838262217]","[12.971048661203167,2.178161895534892,0.8658341936467627]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",3.0391903299459955,3.05783566939499
1167-None,1167-1252,7e-06,0.5,False,2.8657208,4.651931540229115,4.821262876128633,1,"[12.971048661203167,2.178161895534892,0.8658341936467627]","[11.835561774203113,1.1718721442283382,30.981698420736567]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",4.6517953858856345,4.821337891102303
3576-None,3576-4360,7e-06,0.5,False,2.7942447,3.4175298938419956,3.3758283780524336,1,"[37.29459087500207,2.7915207592980593,0.36968216145152]","[39.82324315031063,2.0809960765110347,0.9404585235862988]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",3.4177340819878737,3.3756736650975654
3576-None,3576-3668,7e-06,0.5,False,2.6854494,3.85699243606604,4.104041882908378,1,"[37.29459087500207,2.7915207592980593,0.36968216145152]","[38.366341796149854,0.9465975553749431,31.25314710767953]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",3.857417202918441,4.10414274118375
3668-None,3668-4360,7e-06,0.5,False,2.8990117,4.188713447988754,3.8765878206003195,1,"[38.366341796149854,0.9465975553749431,31.25314710767953]","[39.82324315031063,2.0809960765110347,0.9404585235862988]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",4.188697187513753,3.876496154909546
4467-None,4467-4556,7e-06,0.5,False,2.747375,1.5111146575366308,2.70979361135369,1,"[40.03503126984859,5.6523749398484995,0.21563438063296275]","[41.85846001465309,6.62839902184006,31.036533369029918]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",1.5111397203436354,2.709644795533677
4467-None,4467-4559,7e-06,0.5,False,2.5339791,2.75570450764918,3.0598384390216142,1,"[40.03503126984859,5.6523749398484995,0.21563438063296275]","[38.431191814192616,7.335316075943901,31.714234517804258]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",2.7556077253320836,3.05957011958526
2956-None,2956-2867,7e-06,0.5,False,2.6912551,3.331822428390919,2.886336747745245,1,"[24.880091759357924,10.011775544370401,31.816709182210765]","[26.755984237501274,8.363867323914988,0.18520102065596064]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",3.3318787980242632,2.907805728733365
2867-None,2867-2944,7e-06,0.5,False,2.6943313,3.0372705971281055,2.8864243808406482,1,"[26.755984237501274,8.363867323914988,0.18520102065596064]","[26.05324164619793,6.205453844045479,31.341195595865795]","[[0.004300344978076964,53.983433624038035],[0.004300344978076964,53.983433624038035],[0.0962600162823577,32.4837399837186]]",3.0374558797702775,2.8865587140098796
